filename,split,Tree,Shrub,Grass,Crop,Built-up,Barren,Water,hybrid_gemma3-4b,hybrid_qwen3-vl-8b,text_qwen3-4b,vision_gemma3-4b,vision_qwen3-vl-8b
72867.png,synth,0,0,10,71,19,0,0,"The image depicts a landscape dominated by cultivated crops (71%), interspersed with smaller areas of grass (10%) and a significant urban area (19%) visible in the upper right corner. The overall scene suggests an agricultural region with a developed settlement integrated into the surrounding farmland.","The scene is dominated by extensive crop fields (71%), interspersed with patches of grass (10%) and a significant built-up area (19%) concentrated in the upper right, suggesting a rural-urban transition zone with agriculture as the primary land use.","The scene is primarily agricultural, with crop coverage dominating at 71%, indicating a large-scale farming area. Small portions are used for grass (10%) and built-up areas (19%), suggesting limited urban or infrastructure development.","This remote sensing image depicts a landscape dominated by agricultural fields, likely cultivated farmland, interspersed with a small urban area. The terrain shows distinct rolling hills and valleys, suggesting a gently sloping landscape.","This satellite image shows a patchwork of agricultural fields and a dense urban area, with a prominent river or canal winding through the landscape, highlighting the interplay between human settlement and rural land use."
263226.png,synth,1,0,84,11,2,2,0,"The image depicts a valley landscape dominated by extensive grasslands (84%) interspersed with cultivated crops (11%) and a small built-up area (2%). A network of roads and a linear feature suggesting a river or stream cut through the valley, alongside scattered barren areas (2%) and minimal tree cover (1%).","The scene depicts a rural, mountainous landscape dominated by grasslands (84%), with scattered crop fields (11%) and a small built-up area (2%) nestled in a valley, surrounded by barren slopes and sparse trees.","The scene is predominantly covered by grass (84%), indicating a large area of natural or managed open land, with minor contributions from crops, trees, and built-up areas. This suggests a rural or pasture-dominated landscape with limited human infrastructure.","The image depicts a rural area characterized by a small settlement surrounded by agricultural fields and sparse vegetation, situated within a mountainous terrain with a prominent river valley running through it. The landscape appears arid, with significant areas of exposed soil and limited green cover.","This satellite image shows a small village nestled in a rugged, mountainous valley, surrounded by steep, sparsely vegetated slopes with visible terracing and winding roads. The settlement features clustered buildings and small patches of cultivated land, indicating a rural, agricultural community adapted to a challenging topography."
169956.png,synth,0,0,90,0,0,10,0,"The image depicts a landscape dominated by extensive grassland (90%), interspersed with areas of barren terrain (10%). The terrain exhibits a complex network of ridges and valleys, suggesting a hilly or mountainous region with significant topographic variation.","The scene is dominated by grassland covering 90% of the area, with a patchy, textured appearance suggesting varied vegetation density, while 10% barren land appears as lighter, more exposed or rocky patches, creating a mottled spatial pattern.","The scene is predominantly grassland, indicating a large area of natural or managed pasture, with a small portion of barren land.","This image depicts a heavily eroded, arid landscape with extensive rocky terrain and sparse vegetation, likely a desert or semi-desert environment. The presence of light-colored patches suggests areas of exposed bedrock or salt deposits amidst the dominant brown and tan hues of the surrounding rock formations.","This remote sensing image depicts a rugged, arid landscape dominated by rocky terrain and sparse vegetation, with a prominent light-colored, possibly dry lakebed or alluvial fan feature nestled within a valley, indicative of a desert or semi-arid environment."
253600.png,synth,1,0,70,0,0,29,0,"The image depicts a landscape dominated by sparse grass cover (70%) interspersed with barren areas (29%), with a small percentage of trees (1%). A prominent, winding river channel cuts through the terrain, suggesting a fluvial environment with varying levels of vegetation and exposed ground.","The scene is dominated by grasslands (70%), interspersed with patches of barren land (29%) and sparse tree cover (1%), suggesting a semi-arid or transitional landscape with limited vegetation density and fragmented natural cover.","The scene is dominated by grass cover, indicating a large open, likely agricultural or natural grassland area, with minimal tree cover and a small portion of barren land.","This image depicts a rugged, mountainous landscape with a network of drainage channels and alluvial fans, suggesting an area of active erosion and potentially significant sediment deposition. The dominant land use appears to be sparsely vegetated terrain with exposed rock and soil, likely influenced by the steep slopes and fluvial processes.","This remote sensing image depicts a rugged, mountainous terrain with dense forest cover in dark brown tones, interspersed with lighter patches indicating exposed rock, snow, or sparse vegetation, and a winding river or stream cutting through the landscape."
74945.png,synth,84,0,16,0,0,0,0,"The image depicts a mountainous region dominated by dense forest cover (84%) interspersed with patches of grassland (16%), with a prominent, light-colored area likely representing a quarry or disturbed ground. A network of roads and trails winds through the forested terrain, suggesting human activity within the landscape.","The scene is predominantly forested, with tree cover dominating 84% of the area in a patchy, fragmented layout interspersed with smaller grassy clearings or corridors. This suggests a mixed woodland or savanna-like landscape where trees are the primary land use, with grasslands forming minor, scattered components.","The scene is predominantly forested, with tree cover making up 84% of the land use, indicating a dense woodland or forested area. Grass covers only 16%, suggesting limited open or agricultural land within the region.","This image depicts a mountainous region with significant mining activity, indicated by the presence of a large open-pit mine and associated roads, surrounded by dense, dark forested slopes. The terrain appears rugged and heavily altered by human extraction.","This satellite image shows a rugged, mountainous terrain with dense forest cover, interspersed with winding river valleys and patches of lighter-toned agricultural or cleared land, indicating a mix of natural and human-modified land use in a highland region."
257758.png,synth,5,8,84,0,0,3,0,"The image depicts a landscape dominated by extensive grasslands (84%), interspersed with scattered shrubs (8%) and a small amount of bare ground (3%). Visible terrain features include undulating hills and ridges, suggesting a hilly or mountainous region.","The scene is dominated by grass (84%), forming a vast, textured expanse, with scattered shrubs (8%) and sparse trees (5%) concentrated in patches, while barren areas (3%) appear as small, exposed patches, suggesting a semi-arid or open grassland landscape.","The scene is dominated by grass (84%), indicating a vast open grassland or pasture area. Minimal tree and shrub cover suggests sparse vegetation, with barren land making up a small portion.","The image depicts a rugged, mountainous landscape with predominantly barren, reddish-brown terrain, likely composed of exposed rock and soil. A small, light-colored structure (possibly a building or road) is visible within a valley, suggesting some human presence in this otherwise harsh and remote environment.","This remote sensing image depicts a rugged, mountainous terrain with complex topography, characterized by dark, textured slopes and patches of reddish-brown earth, likely indicating exposed rock or soil. There are no clear signs of significant human development or agriculture, suggesting a largely natural, undeveloped, or sparsely populated landscape."
283826.png,synth,64,0,19,0,0,0,17,"The image depicts a landscape dominated by tree cover (64%), interspersed with areas of grass (19%) and a coastline with water (17%). The terrain appears hilly and rugged, with a network of linear features suggesting drainage patterns and possibly roads or trails.","The scene depicts a predominantly forested landscape, with tree cover dominating 64% of the area and forming a continuous, textured canopy across rolling terrain, while grasslands occupy 19% and water bodies make up 17% along the coastal fringe.","The scene is dominated by forest cover, with trees making up 64% of the land use, indicating a primarily wooded area. Grasslands account for a significant but secondary portion, while water bodies occupy a smaller fraction of the landscape.","This image depicts a mountainous region with a mix of forested areas and arid, brown terrain, suggesting varied land use and potentially areas of erosion or degradation. A coastline with a sandy beach is visible along the lower left, indicating a coastal environment.","This satellite image shows a rugged, mountainous coastal region with dense green forests covering much of the land, interspersed with lighter-toned areas indicating agriculture or settlements. A prominent bay and coastline define the western edge, with a distinct peninsula jutting into the deep blue sea."
234615.png,synth,11,0,84,0,0,5,0,"The image depicts a landscape dominated by extensive grasslands (84%), with scattered patches of trees (11%) and minimal barren areas (5%). A prominent network of winding, light-colored channels suggests a fluvial system, likely a river or series of waterways, traversing the terrain.","The scene is dominated by vast expanses of grassland (84%), interspersed with sparse tree cover (11%) and small patches of barren land (5%), suggesting a semi-arid or steppe environment with limited vegetation density and scattered human or natural disturbances.","The scene is predominantly grassland, with 84% coverage, indicating a large open area of natural or managed grass cover, while trees and barren areas are minor components.","This image depicts a vast, arid landscape likely representing a desert or semi-arid region, characterized by extensive sand dunes and sparse vegetation. A meandering river or drainage channel is visible, suggesting a potential source of water and supporting limited riparian land use.","This satellite image shows a rugged, arid mountainous region with sparse vegetation, characterized by winding river valleys and scattered settlements along waterways. The terrain’s complex topography, with prominent ridges and gullies, suggests a high-elevation, semi-desert environment where human habitation is concentrated near limited water sources."
269284.png,synth,0,0,95,0,0,5,0,"The image depicts a landscape dominated by extensive grassland (95%), interspersed with areas of barren land (5%). A prominent drainage channel or gully cuts through the terrain, suggesting a fluvial feature within the grassy area.","The scene is dominated by grassland, covering 95% of the area with a textured, mottled appearance suggesting varied vegetation density across rolling terrain, while sparse, scattered barren patches make up the remaining 5%.","The scene is predominantly grassland, indicating a well-developed natural or managed pasture with minimal human disturbance. Only a small portion (5%) is barren, suggesting sparse or degraded soil areas.","The image depicts a rugged, arid landscape with extensive rocky terrain and sparse vegetation, likely a desert or semi-arid region. A prominent drainage channel or riverbed cuts through the area, suggesting a potential area for limited agricultural or grazing use.","This remote sensing image depicts a rugged, arid mountainous region with sparse vegetation, characterized by steep slopes, rocky outcrops, and a winding riverbed or dry creek cutting through the terrain. The dominant land use appears to be natural, undeveloped wilderness with minimal human infrastructure visible."
21545.png,synth,1,0,96,0,0,3,0,"The image depicts a landscape dominated by extensive grassland (96%) interspersed with areas of barren ground (3%). A prominent, winding channel or drainage feature is visible, suggesting a fluvial system within the predominantly grassy terrain.","The scene depicts a predominantly grass-covered landscape, with sparse tree cover and scattered barren areas, suggesting a semi-arid or dry grassland environment with minimal dense vegetation and some exposed soil or rock.","The scene is predominantly covered by grass, indicating an open, natural pasture or meadow with minimal tree cover and little barren land.","This image depicts a heavily eroded, arid landscape with dark, rocky terrain and a meandering, light-colored river channel cutting through the area, suggesting a past or present fluvial system in a dry environment. The overall land use appears to be primarily barren and rocky, with limited vegetation.","This satellite image shows a rugged, arid landscape dominated by dry, rocky terrain with sparse vegetation, featuring a prominent, crescent-shaped depression likely a dry riverbed or basin, indicative of a desert or semi-arid region with minimal human development."
163192.png,synth,0,0,1,63,4,32,0,"The image depicts a predominantly barren landscape (32%) interspersed with cultivated crop fields (63%) and a small area of built-up land (4%). A prominent, eroded feature, likely a dry wash or gully, dominates the center of the image, surrounded by extensive, relatively flat, arid terrain.","The scene is dominated by barren land (32%) and crop fields (63%), forming a patchwork of agricultural use across a largely arid landscape, with small, scattered built-up areas and minimal grass cover.","The scene is dominated by crop production, covering 63% of the area, with significant portions of barren land (32%) and minor built-up and grass areas.","The image depicts a largely arid landscape dominated by sandy terrain and extensive river channels, with small cultivated areas visible along the riverbanks. A prominent, rounded hill or mesa stands out within the broader desert environment.","This satellite image shows an arid, sparsely vegetated desert landscape dominated by sand dunes and dry riverbeds, with a prominent linear feature—likely a road or railway—cutting across the terrain near a small, possibly saline, water body in the lower right."
41198.png,synth,91,0,9,0,0,0,0,"The image depicts a heavily forested mountainous region dominated by trees (91%), with scattered patches of grass (9%). A meandering river or stream winds through the valleys and lower slopes of the terrain.","The scene is overwhelmingly dominated by dense tree cover (91%), forming a continuous, textured green canopy across the landscape, with scattered, narrow patches of grass (9%) visible along linear features like riverbanks or ridges.","The scene is primarily dominated by forest land use, with trees covering 91% of the area. Grass covers only 9%, indicating minimal open or agricultural land use.","This image depicts a mountainous region dominated by dense forest cover, with a network of winding rivers and streams carving through the terrain. Evidence of some disturbed areas, likely due to roads or small-scale agriculture, are interspersed within the forested landscape.","This satellite image shows a rugged, forested mountainous region with dense green vegetation and winding river systems carving through the terrain, indicating a natural, largely undeveloped landscape."
199289.png,synth,0,0,34,65,0,1,0,"The image depicts a landscape dominated by cultivated crops (65%) interspersed with areas of grass (34%), with a small percentage (1%) of barren land. A prominent linear feature, likely a river or drainage channel, cuts across the image, influencing the distribution of these land uses.","The scene is dominated by extensive crop fields (65%), interspersed with patches of grass (34%) and sparse barren land (1%), forming a patchwork agricultural landscape with visible field boundaries and minor linear features like roads or waterways.","The scene is primarily agricultural, with cropland covering 65% of the area, indicating extensive farming activity. Grass covers a smaller portion, suggesting some pasture or natural vegetation, while barren land is minimal.","This image depicts a heavily eroded, arid landscape with extensive agricultural fields, likely cultivated in a semi-arid region. A prominent, winding river channel cuts through the terrain, suggesting a significant drainage system and past fluvial activity.","This satellite image shows a semi-arid or arid landscape dominated by patchwork agricultural fields and dry, eroded terrain, with a winding river or stream cutting through the area, indicating a region shaped by both human cultivation and natural water flow."
143454.png,synth,100,0,0,0,0,0,0,"The image depicts a heavily forested mountainous region, dominated by dense tree cover (100%). A river or stream meanders through the lower slopes, carving a path through the terrain.","The scene is entirely covered by dense tree canopy, forming a continuous, undulating green landscape that follows the contours of rolling hills and valleys, indicating a uniformly forested terrain with no visible clearings or non-vegetated areas.","The scene is dominated by forest land use, with 100% coverage of trees, indicating a dense, contiguous woodland or natural forest area.","This image depicts a mountainous region with dense, green vegetation covering much of the land, likely indicating a forested area. A prominent river or stream meanders through the valley floor, carving through the terrain and highlighting the rugged topography.","This remote sensing image depicts a rugged, mountainous terrain with varied vegetation, showing distinct green forested areas interspersed with brownish, possibly drier or less vegetated slopes, and a winding river or stream carving through the landscape."
81589.png,synth,0,0,97,1,0,2,0,"The image depicts a landscape dominated by extensive grassland (97%), with a small area of cultivated crops (1%) and minimal barren land (2%). The terrain appears undulating with visible drainage patterns and subtle variations in surface color suggesting varied vegetation cover.","The scene is predominantly covered by grass, with a patchwork of darker, textured areas indicating sparse crop fields and small barren patches, suggesting a rural landscape with minimal intensive agriculture.","The scene is predominantly grassland, with extensive natural vegetation covering the area. Crop and barren land occupy minor portions of the landscape.","This image depicts a rugged, arid landscape characterized by extensive rocky terrain and sparse vegetation, likely a desert or semi-desert environment. Small patches of green suggest localized areas of moisture or potential for limited agriculture.","This satellite image shows a rugged, mountainous terrain with varied vegetation, likely in a temperate or semi-arid region, featuring patches of forest, scrubland, and possibly agricultural areas interspersed with winding rivers or streams carving through the landscape."
89506.png,synth,0,0,2,95,0,3,0,"The image depicts a landscape dominated by cultivated crops (95%), interspersed with small areas of barren land (3%). A minimal amount of grass (2%) is visible, and a network of linear features, likely irrigation canals or roads, cuts across the agricultural fields.","The scene depicts a predominantly agricultural landscape, where vast, patchwork fields of crop (95%) dominate the spatial layout, interspersed with small areas of barren land (3%) and sparse grass (2%), suggesting intensive farming in a semi-arid or dry region.","The scene is predominantly agricultural, with 95% of the area covered by crops, indicating a large-scale farming landscape. Grass covers a small portion (2%), and 3% is barren land, suggesting limited natural vegetation or disturbed areas.","The image depicts a landscape dominated by agricultural fields, likely cultivated in a grid pattern, interspersed with some areas of lighter-toned, possibly arid or sparsely vegetated terrain. A network of linear features, possibly irrigation canals or roads, cuts through the agricultural areas, suggesting a managed landscape.","This satellite image shows a patchwork of agricultural fields in a dry, semi-arid region, characterized by varied soil tones and sparse vegetation, with a winding river or stream cutting through the landscape."
200154.png,synth,0,0,7,93,0,0,0,"The image depicts a landscape dominated by cultivated crops (93%), arranged in a grid-like pattern of fields, with a small area of grass (7%) visible along the edges. A network of linear features, likely drainage ditches or canals, cuts through the agricultural fields.","The scene is dominated by a patchwork of agricultural fields, with crop land covering 93% of the area and grass occupying only 7%, indicating intensive farming. The spatial layout shows a grid-like pattern of rectangular plots, suggesting organized cultivation, with some darker green patches likely representing grass or fallow areas interspersed among the crops.","The scene is predominantly agricultural, with 93% of the area covered by crops, indicating a large-scale farming operation. Grass makes up a small portion (7%), suggesting limited natural pasture or buffer areas.","This remote sensing image depicts a heavily cultivated agricultural landscape characterized by numerous rectangular fields, likely used for crop production. A prominent, meandering river or drainage channel cuts through the fields, suggesting a floodplain or area influenced by water flow.","This satellite image shows a patchwork of agricultural fields in a dry, semi-arid region, characterized by varied soil tones and sparse vegetation, with a winding road or river cutting through the landscape."
53751.png,synth,0,0,3,97,0,0,0,"The image depicts a landscape dominated by extensive agricultural fields (97%) with a network of irrigation channels and roads, interspersed with small patches of sparse grass (3%). The terrain appears relatively flat with a prominent, linear feature suggesting a transportation route cutting through the cultivated areas.","The scene is dominated by agricultural cropland (97%), arranged in a patchwork of geometric fields, with sparse grassland (3%) interspersed along edges and in small pockets. A network of roads and a winding river cuts through the landscape, defining the spatial structure of this intensively farmed area.","The scene is predominantly agricultural, with 97% of the area covered by crops, indicating a large-scale farming landscape. Grass covers only a small fraction (3%), suggesting limited natural pasture or non-crop vegetation.","The image depicts a landscape dominated by agricultural fields, likely for cultivation, crisscrossed by a network of roads and irrigation channels. A meandering river and lighter-toned terrain suggest a potentially arid or semi-arid environment with a focus on water management for farming.","This satellite image shows a patchwork of agricultural fields in a semi-arid region, characterized by varied soil tones and geometric crop patterns, intersected by a prominent road and a winding river or stream."
72694.png,synth,90,0,6,0,0,1,3,"The image depicts a landscape dominated by dense forest (90%) interspersed with patches of grass (6%) and a small amount of barren land (1%). A meandering stream flows through the forested area, with a narrow strip of water (3%) along its banks, and a coastal area visible in the lower left corner.","The scene is dominated by dense tree cover across rolling, hilly terrain, with narrow strips of grass and sparse barren patches scattered along ridges and valleys, and a small coastal water body visible in the lower-left corner.","The scene is predominantly forested, with tree cover accounting for 90% of the land use, indicating a dense woodland or forested area. Minimal grass and barren land suggest limited agricultural or disturbed surface features.","The image depicts a mountainous region dominated by dense forest cover, with a winding river carving through the terrain and a coastal area visible in the lower left corner. A narrow road follows the river valley, suggesting human access and potentially some level of development within the forested landscape.","This satellite image shows a rugged, forested mountainous region with a winding road cutting through the terrain, bordered by a coastal area with a turquoise bay and a small settlement or port on the lower left."
177973.png,synth,0,0,9,16,0,75,0,"The image depicts a predominantly barren landscape characterized by extensive linear drainage patterns, with small areas of cultivated crops and sparse grass cover. The terrain appears to be arid and heavily eroded, with approximately 75% of the area consisting of barren ground.","The scene is dominated by barren land (75%), forming a vast, textured expanse with subtle variations in tone and pattern, likely indicating arid or semi-arid terrain. Small, scattered patches of crop (16%) and grass (9%) are present, suggesting limited, localized agricultural or vegetative activity within the otherwise barren landscape.","The scene is predominantly barren, covering 75% of the area, with minor patches of grass and crop.","This image depicts a heavily eroded, arid landscape likely composed of sedimentary rock and sand, characterized by extensive winding channels and ridges indicative of past water flow. The overall terrain suggests a region with minimal vegetation and a history of significant fluvial activity.","This remote sensing image depicts a rugged, arid landscape dominated by desert terrain, characterized by intricate networks of dry riverbeds (wadis) and subtle topographic variations in earthy brown tones, indicating sparse vegetation and minimal human development."
105345.png,synth,63,0,37,0,0,0,0,"The image depicts a landscape dominated by dense tree cover (63%) interspersed with areas of grassland (37%), adjacent to a body of water. A narrow strip of lighter-toned land, likely agricultural, is visible along the lower edge of the image.","The scene is dominated by dense tree cover (63%) forming a continuous, dark green canopy across most of the area, with patches of lighter green grassland (37%) interspersed, particularly in the lower portion and along linear features like roads or field boundaries.","The scene is primarily forested, with trees covering 63% of the area, indicating a dominant land use of woodland or forest. Grass covers the remaining 37%, suggesting some open or transitional areas, but forest remains the predominant land cover.","The image depicts a landscape dominated by dense, green forest along a shoreline, with a significant body of water extending inland. A narrow strip of agricultural land is visible along the lower portion of the image, suggesting a transition zone between the forest and cultivated areas.","This remote sensing image shows a patchwork of agricultural fields in varying shades of green, bordered by a dense forested area and a winding river or stream, indicating a mixed-use landscape where farming coexists with natural vegetation."
